# target name                                    accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae_Vibrio                              -          LKAP-GutHK_D11_089   -               17     878      13     877       3     882    1466    +           0 1034.1  23.7  -
Chromatiaceae_Imhoffiella                        -          LKAP-GutHK_D11_089   -               33     862      17     876       4     882    1484    +    4.9e-202  671.7  22.2  -
Lysobacteraceae_Oleiagrimonas                    -          LKAP-GutHK_D11_089   -               24     870      17     876       3     882    1469    +    9.3e-202  670.6  22.1  -
Burkholderiaceae_Burkholderia                    -          LKAP-GutHK_D11_089   -               30     869      16     876       3     882    1502    +    9.5e-202  670.6  22.7  -
Rhodanobacteraceae_Rhodanobacter                 -          LKAP-GutHK_D11_089   -               29     874      17     876       3     882    1481    +    3.3e-201  668.9  22.5  -
Azonexaceae_Azonexus                             -          LKAP-GutHK_D11_089   -               24     866      16     876       3     882    1474    +    5.8e-201  668.2  22.7  -
Rhodanobacteraceae_Luteibacter                   -          LKAP-GutHK_D11_089   -               30     874      17     876       3     882    1457    +    8.5e-201  667.5  22.2  -
Thiotrichales_Caedibacter                        -          LKAP-GutHK_D11_089   -               44     846      17     876       4     882    1500    +    9.4e-201  667.1  21.9  -
Chromatiaceae_Allochromatium                     -          LKAP-GutHK_D11_089   -               24     864      17     876       3     882    1462    +    9.9e-201  667.3  22.8  -
Burkholderiaceae_Paraburkholderia                -          LKAP-GutHK_D11_089   -               22     861      15     877       3     882    1472    +    1.1e-200  667.2  22.8  -
Lysobacteraceae_Stenotrophomonas                 -          LKAP-GutHK_D11_089   -               24     869      17     876       3     882    1484    +    1.4e-200  666.7  22.8  -
Rhodocyclaceae_Propionivibrio                    -          LKAP-GutHK_D11_089   -               31     872      16     876       4     882    1496    +    2.2e-200  666.2  22.4  -
Chromatiaceae_Lamprocystis                       -          LKAP-GutHK_D11_089   -               49     880      17     876       4     882    1406    +    2.2e-200  666.3  23.1  -
Oxalobacteraceae_Undibacterium                   -          LKAP-GutHK_D11_089   -               19     857      16     877       3     882    1442    +      3e-200  665.8  22.7  -
Thermithiobacillaceae_Thermithiobacillus         -          LKAP-GutHK_D11_089   -                9     846      17     876      13     882    1419    +    5.1e-200  664.9  22.4  -
Rhodanobacteraceae_Frateuria                     -          LKAP-GutHK_D11_089   -               44     889      16     876       3     882    1542    +    6.3e-200  664.5  22.6  -
Chromatiaceae_Thiocystis                         -          LKAP-GutHK_D11_089   -               24     853      17     876       4     882    1451    +    6.5e-200  664.7  22.4  -
Enterobacteriaceae_Phytobacter                   -          LKAP-GutHK_D11_089   -               28     868      16     874       2     881    1440    +    8.8e-200  663.9  23.4  -
Chromatiaceae_Thiodictyon                        -          LKAP-GutHK_D11_089   -               26     857      17     876       4     882    1500    +    2.6e-199  662.8  22.7  -
Moraxellaceae_Paraperlucidibaca                  -          LKAP-GutHK_D11_089   -               23     861      16     876       3     882    1460    +    3.5e-199  662.0  22.5  -
Rhodanobacteraceae_Dyella                        -          LKAP-GutHK_D11_089   -               24     869      16     876       3     882    1453    +    6.2e-199  661.3  22.4  -
Lysobacteraceae_Xanthomonas                      -          LKAP-GutHK_D11_089   -               23     870      16     876       3     882    1502    +    8.8e-199  660.7  23.1  -
Burkholderiaceae_Cupriavidus                     -          LKAP-GutHK_D11_089   -               27     865      16     877       3     882    1488    +    9.5e-199  660.8  23.0  -
Yersiniaceae_Chania                              -          LKAP-GutHK_D11_089   -               52     894      16     874       2     881    1546    +    1.2e-198  660.2  23.2  -
Yersiniaceae_Samsonia                            -          LKAP-GutHK_D11_089   -               45     888      16     874       2     881    1503    +    1.9e-198  659.6  23.3  -
Oxalobacteraceae_Massilia                        -          LKAP-GutHK_D11_089   -               14     852      16     877       5     882    1438    +    4.7e-198  658.4  22.8  -
Neisseriaceae_Vitreoscilla                       -          LKAP-GutHK_D11_089   -               15     850      15     876       5     882    1457    +    6.2e-198  658.0  22.6  -
Geobacteraceae_Geobacter                         -          LKAP-GutHK_D11_089   -               24     879      17     875       2     882    1470    +    6.7e-198  657.8  22.2  -
Ectothiorhodospiraceae_Alkalilimnicola           -          LKAP-GutHK_D11_089   -               38     877      17     876       4     882    1472    +    7.3e-198  657.9  22.2  -
Burkholderiaceae_Pandoraea                       -          LKAP-GutHK_D11_089   -               22     862      15     876       3     882    1456    +    9.5e-198  657.5  22.4  -
Zoogloeaceae_Zoogloea                            -          LKAP-GutHK_D11_089   -               29     869      15     876       3     882    1474    +    1.1e-197  657.2  23.1  -
Burkholderiaceae_Caballeronia                    -          LKAP-GutHK_D11_089   -               32     870      16     877       3     882    1479    +    1.3e-197  657.1  23.2  -
Ectothiorhodospiraceae_Aquisalimonas             -          LKAP-GutHK_D11_089   -               45     884      17     876       4     882    1464    +    1.3e-197  657.0  22.2  -
Thiotrichaceae_Thiothrix                         -          LKAP-GutHK_D11_089   -               24     818      17     875       3     882    1417    +    1.9e-197  656.3  22.0  -
Ferrimonadaceae_Paraferrimonas                   -          LKAP-GutHK_D11_089   -               23     863      16     874       2     881    1463    +    2.3e-197  655.8  23.4  -
Methylophilaceae_Methylotenera                   -          LKAP-GutHK_D11_089   -               43     882      16     876       5     882    1526    +    2.5e-197  655.9  22.3  -
Ectothiorhodospiraceae_Spiribacter               -          LKAP-GutHK_D11_089   -               54     892      17     876       4     882    1544    +    2.9e-197  655.8  22.5  -
Desulfuromonadaceae_Pelobacter                   -          LKAP-GutHK_D11_089   -               43     900      17     876       2     882    1542    +    5.2e-197  655.0  22.5  -
Desulfovibrionaceae_Desulfovibrio                -          LKAP-GutHK_D11_089   -               33     885      17     877       2     882    1521    +    6.5e-197  654.7  22.9  -
Rhodanobacteraceae_Fulvimonas                    -          LKAP-GutHK_D11_089   -               29     873      17     876       4     882    1484    +    7.5e-197  654.4  22.1  -
Hafniaceae_Obesumbacterium                       -          LKAP-GutHK_D11_089   -               17     859      16     874       3     881    1490    +    8.5e-197  653.9  23.0  -
Oxalobacteraceae_Oxalobacter                     -          LKAP-GutHK_D11_089   -               38     877      16     876       4     882    1524    +    8.7e-197  654.4  23.0  -
Rhodocyclaceae_Thauera                           -          LKAP-GutHK_D11_089   -               20     862      16     876       3     882    1487    +    9.8e-197  654.0  23.1  -
Francisellaceae_Francisella                      -          LKAP-GutHK_D11_089   -               44     871      17     867       3     881    1520    +    1.1e-196  653.9  21.7  -
Rhodocyclaceae_Azospira                          -          LKAP-GutHK_D11_089   -               13     854      16     876       5     882    1484    +    1.3e-196  653.7  22.5  -
Sulfuricellaceae_Sulfuriferula                   -          LKAP-GutHK_D11_089   -               23     864      16     876       5     882    1461    +    1.3e-196  653.6  22.7  -
Eubacteriaceae_Eubacterium                       -          LKAP-GutHK_D11_089   -               44     875      17     875       3     882    1476    +    1.4e-196  653.5  22.6  -
Ectothiorhodospiraceae_Halorhodospira            -          LKAP-GutHK_D11_089   -               44     889      17     876       4     882    1479    +    1.6e-196  653.5  21.8  -
Neisseriaceae_Neisseria                          -          LKAP-GutHK_D11_089   -               37     882      16     877       3     882    1475    +      2e-196  653.1  22.4  -
Lysobacteraceae_Tahibacter                       -          LKAP-GutHK_D11_089   -               23     860      16     876       3     882    1459    +    8.7e-196  650.8  24.1  -
Nevskiaceae_Steroidobacter                       -          LKAP-GutHK_D11_089   -               30     870      17     876       2     882    1500    +    1.2e-195  650.5  23.2  -
Hahellaceae_Zooshikella                          -          LKAP-GutHK_D11_089   -               19     864      13     876       2     882    1483    +    2.3e-195  649.5  23.9  -
Desulfobacteraceae_Desulfobacterium              -          LKAP-GutHK_D11_089   -               41     902      17     876       2     882    1522    +    2.5e-195  649.2  22.1  -
Rhodocyclaceae_Rhodocyclus                       -          LKAP-GutHK_D11_089   -               23     862      16     876       4     881    1460    +    5.4e-195  648.3  22.9  -
Enterobacteriaceae_Yokenella                     -          LKAP-GutHK_D11_089   -               31     871      16     874       2     881    1434    +    5.6e-195  648.0  23.1  -
Acidithiobacillaceae_Acidithiobacillus           -          LKAP-GutHK_D11_089   -               23     856      17     874       4     882    1457    +    5.7e-195  648.0  22.6  -
Nevskiaceae_Solimonas                            -          LKAP-GutHK_D11_089   -               33     861      17     876       4     882    1476    +    5.7e-195  648.4  22.9  -
Sutterellaceae_Sutterella                        -          LKAP-GutHK_D11_089   -               13     853      16     875       6     882    1471    +    7.4e-195  647.7  22.8  -
Desulfuromonadaceae_Desulfuromonas               -          LKAP-GutHK_D11_089   -               33     892      17     876       2     882    1512    +    8.8e-195  647.5  22.7  -
